Semester,Year,Repository,Action,Author,Repo_ID,Assignees,Close_date,Closed_by,Request_Status,Reviewers,Review_Recommendation,Tagged,week
Spring,2020,t0058,commit,p0147,f92e28ac993a2c9379bbf30511abdd3e81bda3ac,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0058,commit,p0147,c7c3db8e06a4b614bb5714c8b4d8652338ea3876,N/A,N/A,N/A,N/A,N/A,N/A,,13
Spring,2020,t0058,commit,p0147,bdb8fa3d6afd4b173abbe5f93bbd3a7e9510847b,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,9425bb4e82b11125fd03953bd63f33d00b56398f,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0431,7ea8743d4f58030375c4b3d8f8501a5a09370baf,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,54763783529a2fb39b6e2b3a146485339cfa131f,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,29a99ea38cda09c5048ac80fee5f11fd638ffd39,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,1a930b0877fae5883e3d5af7bd9d2f3f55a4ec22,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0431,ffc11677860a11cb55d901897055a3538a4d55ec,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,af59d54e066e2446c02cfccdba5f47416967a9d6,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,efc94a0dc6eb13cf8b2058631b8726edeb918816,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,13c89f2536147fec02e98c2de4cc730c8ea7c047,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,6513d64d91f19549cfb4911ba714a251339548b8,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,491bc0c215534f5daca0e1ed44892651868a4584,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,222bb7a48bc0b8695f9f3e5d0cc7fe8189806aa6,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,5d12ebb14604d1bdf9558fe0db63d3bda0f4d7de,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,fcf6ac9e66688b93944a6c7510d3e1cf6cf53634,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,1b36cb01ac6b529d0bacfeeb9155f9d18523e196,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,0146e01b8059b9fdc423574482d3b3a3988cfef7,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,7a7f76d1d128543342ea2a0b50c3788d21b67666,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,77c5f110d88e763f66437f2f0c4a2a3f5fbcb15d,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,65a8008cb98c927701ec73924c656063c16d8453,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,167d4bef92c12ff560288cf312f70d8151afc867,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,3a346c355a11961bfc51a5e1dac163047b418a7d,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,bc53a8ddcf5b3be4be0ada1b965d696197215d97,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,94f19b9c8769dd4a780e248a48e4f5568f9aa402,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,3204ddb8a5c7815587f33486e7a1a96f5da4686f,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,ad742a012733ea8d344f8ce46a9a0cad93a5fe42,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,85699e1530d1ce73f6004fc0b2e32fca142a23dd,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,569b1ee24cd524902405dcf90c87f584223d4010,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,75cd11e2922dc95b2bb5b37d5c9a650935e83d71,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,dc5471c343695b206b6281d32d104a3d43d85085,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,776dfa76f691c7d2bf1e1c9847aedb00ccc0ecd8,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,c5a20c2ad1f5dee06d334da2f05b27abaec2d6f6,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,0604b322a3470b3e89d064fbcdcb8a57917154e1,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0322,825e18c56afa1444eee5c127b08f3b19854465f1,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,fe22859de2a98f716b57edb4d3ece79e43e5ce3a,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,d8d9b0c4cbe8329fa97038f01c2e7b0d9aa6f299,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0071,6d68fe6bb93510f089898d4abe329349fedf01cb,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0071,0c7a7716adad302fc327e4930d0395632f278745,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0310,c4e8991e3fce17e7c19a31085c9118cfca179e15,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,9818ef0bdf3500963492b03772557e6b4aee4a08,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,44397747d8d8a13ec751705ed71c080d30363647,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,65a32e0843d557819b9837eb54a6f01257e65f3b,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,f97217ee0fef19c5bf9ca8528327064daf865749,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,6dfb98358994b16dcfca8e9da9d45fb738c63dbc,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,458d4a31a30be05a607df715423d7c61704e4672,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,6c6b6e6cb43e652a4dd786421606592dbff620dd,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,51f4411c4627f80460578a0b11133ff0230d23de,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,c00a23d7f248627fb331601d0398eb626698d12d,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,3ae310cf822326432875040aba778b5cd0459558,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,6306a0f4aa20bd20bcdbff11c14dd0714529904d,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,04b5cc5676d31a55f703d41e54d5ba55d88f7b29,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,ee88ee889db5e3e529369507098bdf337bb16c64,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,8846b050f3a4370d4d28934ce112b2c09fcaf68d,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0147,33eeb51239474c5aed459c3eb6d43befa519c9b9,N/A,N/A,N/A,N/A,N/A,N/A,,12
Spring,2020,t0058,commit,p0310,9fce5230d3b47fa1405c4dd8576eb6bbd5718254,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,6daaab4bb517e60548b5487d2b1a7b6a33ac263e,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0431,d84faec0a52fc881797e7edfc59ca80630c3ada5,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,c00d8cdd6c7d07f40de4e9563e30f889d8a87fe1,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,8fbe35fe58e544b1edce6bf5e8f990ef3fff4a43,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0322,d446fd47b61b80e4c554751caf87d27cc2e938c1,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0071,94df058f05e9f30f57a2f08a45766ce8f3591a3d,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0071,7ec9fb98d55634e8f064bea87a0f88db4ca9883a,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,e2850400bcfd605384247ed61d24a84cceeeb7b9,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0431,5fbdb4f559a4bde6f3ecd20a463ae81ab077229a,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,ad10163bd07e442083e75b06b391da3b1d6cd59d,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,dec768caa0041c4ed07e37cef61af0340757d5f2,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,afddbb7ab34709e72ac9a6efe2bbfc535ee14aaf,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,0a6693f11b40c52b0c27af8b54356cef2925e80c,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,64087b5bf63dc94f83e4eeb5dd89410c958db175,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,48e4f2a4527c6f92060482039aef25ba8c87a587,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,b26c6d176219c07ee030ba93423b7cb97b54100d,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0071,444857c3b55175e0eb979ddc3c6f0717733e22dd,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,f441412087c18171d5623978333610433b172bd2,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,92f77e3a67fa4e252aa5b2c7d84498e801b941e0,N/A,N/A,N/A,N/A,N/A,N/A,,11
Spring,2020,t0058,commit,p0147,e8bb956ee837528e8ba477789dbc9a3f44392693,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,49d2ed758e2972f6e891808344bbf4b15fd5a7bf,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,cbf020830641af89dd35e5c385abd607aec8648f,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,77ce9e9fa5aa3b8450b6dea8a6a9a0074503a062,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,284563342af576281849678163d56f8a6fe08dcb,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,51f05d3b565aa64d1e280f52924b1eaf5917f533,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,349e2695c1bb2f1a5d35fb62f304f0075b2e0520,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,9f576a2592e16f01383a76a377c50c29b36c7330,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,7188f4dde36fd927338983ce281de519ec0c396f,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,875e185c3b67144a4cace7da4aafdbacc4b2bdf2,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,5c591ccc011f5ad8a6c4899258387f29133dc3ed,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,ff846d56d0b21d5fe2fae42fe73842a441f07ad8,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,86166ecb88303f5636fe985f488c2f552645d1e4,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0322,6a6a695bcc463fc18fcf945d2bdb3e550c174c05,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0310,ed2221ec383058154595207be47a77609484fce4,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0310,df4a72ffd6a78b7d1027aece4477eff3b8711e4c,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0310,bb6140291c838786459b19a5b1f59a89d66dd137,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0071,07573d2970befa7597147f6f7e4183879ccf860b,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0071,d5f3fc24c99baf638509916fb0d3481e6684c581,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0310,02463c249f405fb6bbe7cbcfcef6db2fba797788,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,564cea801e18f2f20ce95f74d60fc4f55cc6f2c4,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,727efc5bb4bb974a84599a42439b5da7eea37f83,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,f1901bc278c2aee9827a903982bd192e3137e01e,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0147,7a89f662048ccb3e05d91c545beb2eec159e5be3,N/A,N/A,N/A,N/A,N/A,N/A,,10
Spring,2020,t0058,commit,p0310,cd161abb04d6cec4fa414d0e39ce2b8af6111fe1,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,27faae5ed4731b1172193651203d9497f9710e41,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,6d880bd79dcc9c85f5e90968348cf91ef8a24aa8,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,5c1d46a7c7238f89147322bdcff8a037bea43eb7,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,7e87fef96f75f105bfdd0a90ab82717dc6363dad,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,d0c4d639d8c2d0b1f1e7362b11f71451c3b8663a,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,ff4737bed25ba996dbe41b285634c138e274aec7,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,a1b9b23f690056426811749a6474bc46358d7db0,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,295e3804605918fcfec1a5003c872c41ad3f5559,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,69a833de2fe24e054cce3cb7b184f3b986b12e0b,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,b8c4f0944e9673ac5c34ad8a5786b67ce9e79329,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,e7b07cb01a207dad5c11dbf2dd6b0e5b1f8dc497,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0322,1a1fde9d8570f1dfe589baee5a9208bf99dd7c58,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,2fc60be7066b80d65d364c6a7b259276e4b3a839,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,0b25bbfaefcece13c7bfccc7859a0495128002cf,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,b28c4d87e450a51a5f0fb3c1fbae12c58ed9d926,N/A,N/A,N/A,N/A,N/A,N/A,,9
Spring,2020,t0058,commit,p0147,f850aae6db274a7e419782663dd52a6e35568586,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,236642e19e2acb4207c4545dc06e70fac3fd9563,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,1852013ab5f27496d1695886e6a0a6323b02775b,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,2edc9c0f49be4b9cfa6a335318744c6b80251c9b,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0431,aef6210a397d32e1816eda2dd47008d5147aca4f,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,645e790c5a2cf6958a2cf7700142f085b284c63a,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,ae2b53533fae26893bf57ef81c9fba98dd9fd6d6,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,476e565e3cd295bf108abb2b6371a67c80d1cd8e,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,a299673e45314999ebed53dde10d941c9ba057b7,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,733ce035a05ebe360c41a863f8ca165647d3a560,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,5a91d81ec2efba2050df4f5e9c7c635ef96136f3,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,eb08da45466dc291942ef17f825622b6824ff6f0,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,67e5100b9001b43ce9ed65ac288e76001d64c040,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0071,0550da6e87e50cb81d04601d6511d65e6c2f3664,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0071,61ce6cbbfe5273ab56f448d8e6589892b6bf2a12,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0071,293be4951d75a8ea0ccb733ff565d38cad96142d,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0071,c22532e9df86a992e9eea75abfe46af8a2e89fad,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0071,d8a8d6e7f8fe2218fe36fc49ff49650ac172b295,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0310,514a4155635980d239235052af74073b01d9a1dc,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,a444eebf41ee73bbb3139b365dc9a4f128db1617,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,1a77d5bba6f6b161719faea714e3c5e75c9f2ba7,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,9ff67be7fed8e3c0ae0adfbee3b47671cdac902d,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0147,ab65bb7207633b41b8af1191f7aa8310e29a6db4,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0431,5ac00cd8d8b29db4f4938f2c6f3ce095cde8fa65,N/A,N/A,N/A,N/A,N/A,N/A,,8
Spring,2020,t0058,commit,p0431,d15fed19fc3d137333c2a144ece2e3c730e97914,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,cb65a66f212f40e45b35118e10b1a4d72b38b4d8,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,1045b5d7a173a0fb0432f307e5ddf4bf6a9ff569,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,05a1d2dfbb9b7c3ca9845945136d9203fd3c0226,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,ab69e948678f19fc23b9d9f6fd5316fd86273b15,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,15203fba4bad4462ccdf94eee840825ff36bddd6,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,9eabe047a9201542b8355490f5b8d5edbf0c8ce7,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,5a9b0a228506bf02eba75f866b218954744cd5f9,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,60693c54287479d107557f42da4a3668dfe1bcaf,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,b3e6b48ad0dd986ff68db239282da713c68cfb35,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,8abdc229e73fb92e85f2db8ad38a5b4a619ac4a0,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,15bac03d99b15c52dddb9c83de405c42e6ffb948,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,40b14c39bfc493c9dc0d0d7687ea6cd59a829e22,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,be5788bcefb70cd2111e438d691007aaa6f5c7f1,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,d1ffb85dbca4dc5aa2f8774bfd44f01d156cd70e,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,9f5dc5f9cfeef6976283822c415627ffab6fa570,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,b7b47d8277ccc22a07694186d2f6c4f38960c700,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,c1f7648a8fbab0aa7728d41686180dce283e4d6e,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,7eb310af58b9ef674d1b7559eab27780cd202f52,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,db4ff17aef146cbe40759899c431cba0e7858865,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,6beabef5fcee1179d7221a90d98ace00b53db659,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,f834a755d7b5b9714040b30e8d775c9eb1fa3c97,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,f107b6ea948b599cb5c71efff4cefa1d7d471107,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,abebfb1b1fd33b1ea3f087aa03ab8fe3335c800e,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,d2e425d0d3ceaddb2ce53b2814155e745d21424b,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,d98f2bf349375203b910ef1fc380f8087ba83da6,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,55ff4f1e847a97bcae7beaa65ce7dda2ee3db063,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,c5a667558f1a8e3032f68487bfd4c1394a3ec993,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,61854f95735d55e90dfae980a676d5038fee62d7,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0431,b011eaeb473f3c0d2d9e0300087c226357b573ab,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0322,87e3fd3358b7a5eb7a4ce4c11488c045d8e83f9d,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,2ed387e3cf0605c12fd4a3dad5c178d942d092d3,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,ed4d69799356af6adc62ac9834006e432cd7eff4,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,f7c5d48d4cb73660c1c988cf15973cca6e11a380,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,95d1ba4240d54aded4019eea6ff31eb73cf1bca0,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0322,0cfd5f83cfd9ab4c8cc0d9d1121217f5b464106e,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0322,bc29471611fe8c5109fb166c5bf284ea6d5e73cd,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,6d2b49995b9f33853e68793ca14b45e7f07d5e75,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,abe81ec3a99fa9ec22bc0ca382a2d13caae20413,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,82a38d0fcb1420e50c2acc392b60a888c3e637bd,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,965f06582d02cc8f907313e968fd09f49ee8b372,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,9c11060072be7cc7b04c94a9a201bfe79859e48d,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,b19c729a808ad2e1310bdfc4c0a10301492d6063,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,44042873b7ee6ddc86d6223da982298c6bf89404,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0071,770548d3cd5566235c4bb2f02281132c968dcbb4,N/A,N/A,N/A,N/A,N/A,N/A,,7
Spring,2020,t0058,commit,p0147,f6ce1468526aef766617f4438a13ac024c4d0d9a,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,84d9dd2e5473f1a13e6f23b7943ef034674f8dab,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,32f28c9e03531b232c63831d6f54c651be5ef8c5,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,bd97da14114f4296eec6153a50ac1846dfb3fb49,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,5a088e21a6f336932f822a480f513b34532bfedd,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,93d5db7e590605282165f901f3aaf9759ee1174a,N/A,N/A,N/A,N/A,N/A,N/A,,6
Spring,2020,t0058,commit,p0147,5e1cf12763040dbe995c26a74848c43a57246f30,N/A,N/A,N/A,N/A,N/A,N/A,,6
